Old_ID,New_ID,_long_description,provider_id
406,406,"FABRINOX (PTY) LTD (Huguenot) - 130 Jan Van Riebeeck Road, Huguenot, PAARL, 7646",626
772,772,False Bay College - 1st Floor Tokai - On â€“ Main Tokai Western Cape 7945,125
773,776,False Bay College - Westlake Campus - False Bay College - Westlake Campus Westlake Business Park Westlake Drive Tokai 7945,261
407,778,"False Bay College (Khayalitsha Campus) (TP) - Mew Way, Khayelitsha",524
774,776,"False Bay College (Westlake Campus) (CAPE TOWN) (TP) - Westlake Drive, Westlake, TOKAI, 7966",316
780,780,"False Bay FET College - C/o of Portlands Primary School, Kunene Rd Mitchells Plain",242
775,775,"False Bay FET College - Corner 7th Avenue & Kommetjie Road, Fish Hoek",242
779,779,False Bay FET College - Ground Floor Cinnabar Building Main Rd Muizenberg,242
778,778,False Bay FET College - Mew Way Khayelitsha,242
776,776,False Bay FET College - Westlake Drive Westlake,242
781,781,"FALSE BAY SECURITY BK - 6 Huguenot St, Bellville, 7530",592
782,776,"FALSEBAY COLLEGE - Westlake Drive, Westlake, Tokai, 7966",178
785,785,FBI CONTROL AND CCTV CC - Unit 137 Platinum Junction School Street Milnerton 7441,64
408,408,FC SMIT T/A HENCO CV BRAKE & CLUTCH (Maitland) - 83 Strand Street Stikland,532
786,786,Festo (Pty) Limited (Cape Town ) - Maitland Industrial Park,190
787,787,"FEZEKILE ALC - DASSIE ROAD, BONGOLETHU, OUDTSHOORN",264
788,788,"Film Mentorship & Training - Avalon Building 2, 2nd Floor 123 Hope Street Gardens Western Cape 8001",779
409,409,"FILMAIR SA (PTY) LTD (Pinelands) - 66 Old Mill Road, N'Dabeni, PINELANDS, 7405",120
789,789,"First Car Care (Pty) Ltd T/A STi Autobody Repairers (GOODWOOD) (DTTC) - 378 Voortrekker Road, Goodwood, Cape Town 8001",744
410,789,"First Car Care (Pty) Ltd T/A STi Autobody Repairers (GOODWOOD) (TP) - 378 Voortrekker Road, Goodwood, CAPE TOWN, 8001",736
790,790,"FMCG TRAINING SOLUTIONS CC - 17 Stuiwer Street Vierlanden, Durbanville  7550",488
792,792,Folding & Finishing - 20 Mail Street,504
793,793,"FOREST HEIGHTS SECONDARY ALC - BLOEKOM AVENUE, FOREST HEIGHTS, EERSTE RIVER",618
794,794,Formeset Printers Cape (Pty) Ltd - 24 Kinghall Avenue   Epping Industria 2,61
798,798,"FRANSCHOEK CLC - GROENDAL HOER SKOOL, JAFTA SINGEL, FRANSCHOEK",220
800,800,FREDDY HIRSCH GROUP PTY LTD - 1 CNR VOORTREKKER & 11TH AV MAITLAND,338
802,802,"FUGA FUNKSIONELE GELETTERDHEIDS AKSIE - CLANWILLIAM SECONDARY SCHOOL, OUKAAPSEWEG, CLANWILLIAM",622
804,805,Furniture Technology Centre Trust - Private Bag X 6858,396
805,805,Furniture Technology Centre Trust (ENC) - 8 Lowe stoft street,724
807,807,G&D Guesthouse and Training - 10 Dale Road  Mabille Park,668
808,807,G&D Guesthouse and Training - 10 Dale Road  Mabille Park,668
411,411,"GABRIEL SA (PTY) LTD (Retreat) - 76 White Road, Retreat, Cape Town, 7945",513
809,809,"GARDENIA COMMUNITY CENTRE - GARDENIA PRIMARY SCHOOL, CHESTNUT WAY, BELHAR",255
810,810,"GELUKWAARTS - GELUKWAARTS, PORTERVILLE, PORTERVILLE",665
811,811,"GENADENDAL ALC - MEYER AVENUE, MEYER CENTRE, GENADENDAL",415
812,812,"GEORGE ADULT EDUCATION CENTRE - TABATA STREET, THEMBALETHU, GEORGE",10
813,813,"GEORGE ADULT LEARNING CENTRE (DCS) - UNION STREET, GEORGE SOUTH, GEORGE",281
814,814,"GEORGE MUNICIPALITY - YORK STREET, GEORGE",55
815,815,"George Whitefield College NPC - 36 Beach Road, Muizenberg, 7950, Cape Town",71
816,816,Glen Lilly Outsourcing Services - 18 ALLEN DRIVE LOEVENSTEIN BELLVILLE 7530,781
818,818,"GLORIA / THEEWATERSKLOOF - THEEWATERSKLOOF PLAAS, VILLIERSDORP, VILLIERSDORP",123
820,820,"GOEIE HOOP ALC - DEMPER STREET, CALEDON, CALEDON",464
821,821,"GOODWOOD CORRECTIONAL SERVICES - GOODWOOD PRISON, MONTAGUE DRIVE, MONTE VISTA",32
822,822,"GORDON HIGH - GORDON HIGH, DE BEERS AVENUE, SOMERSET WEST",561
823,823,"GOUDA ALC - PETUNIA STREET, ONS RUS, GOUDA",327
824,824,"GOUDINI BAD - GOUDINI PRIMARY, GOUDINI-BAD, RAWSONVILLE",142
825,825,"GRAAFWATER - GRAAFWATER PRIMARY, SONNEBLOM STREET, GRAAFWATER",607
1,1,"GRAHAMS AIR CONDITIONING (PTY) LTD (Strand) - 261 Main Road, STRAND, 7140",418
827,827,Graphicraft (Pty) Ltd - 105 Hope Street,600
828,828,Grassroots Adult Education and Training Trust - 335a Klipfontein Road Silvertown Athlone 7764,519
829,829,"GRASSY PARK ALC - VICTORIA ROAD, GRASSY PARK HS, GRASSY PARK",72
830,830,Green Futures - Green Futures C/o Grootbos Nature Reserve Off R43 Between Stanford & Gansbaai Overstrand Urban 7220,84
832,832,Greenford Trading 20cc - 0,182
833,833,"GROENBERG ALC - ROODSHOEK WAY, WELLINGTON, WELLINGTON",38
835,835,"GROENHEUWEL ALC - DALWEIDE PRIMARY, SYMPHONY AVENUE,GROENHEUWEL, PAARL",674
836,836,"GROOTE SCHUUR HOSPITAL - GSH Training and Development C,Groote Schuur Hospital, OBSERVATORY",723
837,837,"H P Labelling - Gamka Street, Kaymor Industria",762
838,838,"HABITAT INDUSTRIES CC (Killarney Gardens) - 11A Scheckter Road, KILLARNEY GARDENS, 8000",733
839,839,"HABITAT INDUSTRIES CC (Killarney Gardens) - Camp Street Extension, SALDANHA, 7395",733
840,840,Hallmark Press (Pty) Limited - 9A Bell Crescent,82
842,842,Hansa Print (Pty) Limited - 11 Cornwall Street,106
843,843,"HARTEBEESKRAAL - NORTINGHAM STREET, SHERWOOD PARK, ATLANTIS",743
844,844,"Havosch Consolidated Investment TA Oschmann Accounting - 5 Wylant St, Door De Kraal, Bellville, Western Cape, South Africa",270
845,845,"HAWEQUA CORRECTIONAL YOUTH CENTRE - EDUCATION AND TRAINING, ADDY STREET, WELLINGTON",478
846,846,Headstart Mercy Montessori Training - 139 1 ST AVENUE KENILWORTH CAPE TOWN 7708,129
847,847,"Helderberg College NPC - Helderberg College Road, Somerset West, 7130",292
848,848,"HELDERSTROOM ADULT LEARNING CENTRE - P/A GREYTON ROAD, HELDERSTROOM PRISON, CALEDON",1
849,517,HELPING HANDS SKILLS ACADEMY - 786 Main Road Hoedjiesbaai Centre,153
517,517,"HELPING HANDS SKILLS ACADEMY (Saldanha)(TP) - 786 Main Road Hoedjiesbaai Centre, Saldanha, , Western Cape 7395",301
597,597,"HENTIQUE LTD (Diep River) - 27C Estmil Road, DIEP RIVER",662
851,851,"HERMANUSHEUWEL/ZOUTKLOOF - HERMANUSHEUWEL PLAAS, HERMANUSHEUWEL/ZOUTKLOOF, BREDASDORP",335
852,852,"HERMON VOLWASSE ONDERRIG - HERMON, WELLINGTON, WELLINGTON",636
853,853,"HESSEQUA CLC - DIEPKLOOF YOUTH CENTRE, LAMOELA STREET, HEIDELBERG",234
681,681,"HEUNIS ENGINEERING (Saldanha) - Verolme Kamp Street, SALDANHA, 7395",580
854,854,"HIGHLANDS ADULT LEARNING CENTRE - C/O AJAX AND HIGHLANDS ROAD, WOODLANDS, MITCHELL'S PLAIN",593
855,855,"HOLVLEI PRIMARY - HOLVLEI PRIMER, HOLVLEI, MOORREESBURG",431
762,762,"HOOFWEG 189 MOTORS (EDMS) BPK T/A PEUGEOT HELDERBERG (Strand) - Cnr Mill & Langewegger Street, STRAND, 7140",430
857,857,"HOOFWEG E-LEARNING & RECOURCE CENTRE - C/O WATERBLOM STREET AND MAIN, WEST BANK, KUILS RIVER",262
858,858,"HOPEFIELD - HOPEFIELD PRIMARY, SCHOOL STREET, HOPEFIELD",145
860,860,Hospice Palliative Care Association - Unit 11A Lonsdale Way Pinelands 7405,746
861,861,"HOUDCONSTANT - HOUDCONSTANT, PORTERVILLE, PORTERVILLE",706
862,862,"HOUSE OUTENIKWA - GOLF STREET, PARKDEN, GEORGE",734
863,863,Hugenote College - ,356
864,864,"HUIS JOHANNES - SKOOLSTREET, RUSTDENE, BEAUFORT WEST",346
834,834,"HULETT - HYDRO EXTRUSIONS (Epping) - Berty Ave, EPPING 2, 7475",113
1008,1008,"Hyundai automotive (PTY) LTD T/A HYUNDAI BELLVILLE (Bellville) - 74 Voortrekker Street, BELLVILLE, 7536",440
866,866,"IA Professional Placements And Related Services - 80 Panorama Road, Panorama, Parow, 7500",147
867,867,"IKAMVA - RIDDER STREET, BLOMPARK, GANSBAAI",609
868,868,"IKHWEZI ALC - CEDILE STREET, KWANONQABA, MOSSEL BAY",701
869,869,"ILLINGELETHU - HOLOMISA STREET, ILLINGELETHU, MALMESBURY",388
870,870,"Imperial Technical Training Academy (BELLVILLE SOUTH) (DTTC) - Unit 114/5 Mega Park, 15 Mill street, Bellville South Industrial, Cape Town, 8001",133
871,871,Impregnation Web Technology T/A Drycoat (Pty) Ltd - Bridge Road,24
872,872,"IMPUMALANGA ALC - C/O CHRIS HANI HS, CEKECA ROAD, KHAYELITSHA",482
873,873,"In Tuition, Site Name: Margaret Nicol & Associates (Pty) Ltd t/a In Tuition - 1st Floor, House Faure 10 Brodie Road Wynberg Mews 7800",758
874,874,Ince (Pty) Ltd. C.T - 7 Ravenscraig Road,392
876,876,"Independent Institute of Education (Pty) Ltd - 11 Adderley  Street, Cape Town, 8000",118
877,877,"Independent Institute of Education (Pty) Ltd - Varsity Place, Belmont Office Park, Belmont Road, Rondebosch, 7700",118
878,877,"Independent Institute of EducationÂ T/A VARSITY COLLEGE - Varsity Place, Belmont Office Park,
Belmont Road, Rondebosch 7700",493
880,880,Independent Newspapers. Cape - 122 St George's Mall,685
882,882,Industries Education & Training Institute Cape Town - 19 Kent Street Salt River Cape Town 7925,375
886,886,"Inscape Education Group (Pty) Ltd - 302 The Armoury, Buchanan Square, 160 Sir Lowry Road, Woodstock, Cape Town, 7925",687
887,887,"Insimbi Security Services Cc - 9 Mullers Bldg, Cuff St, Mossel Bay, Mossel Bay, Western Cape",805
889,889,"INSTITUTE FOR THE BLIND - CHURCH STREET, WORCESTER, WORCESTER",275
891,891,"INTANDO YETHU CLC - HLULA ROAD, SECTION 33, HARARE, KHAYALITSHA",207
892,893,Intec College - 130 STRAND STREET CAPE TOWN 8001,459
893,893,Intec College - ICG House 130 Strand Street Cape Town Western Cape 8001,459
894,894,"INTEC College (Pty) Ltd, CG, - 49 St George's Mall, Ground Floor, Cologne House Building, Cape Town, 8000",604
896,896,"International Hotel School (Pty) Ltd (The) - Sable Square Outlet Shopping Village (Block B), 142 Democracy Way, Marconi Beam, Milnerton, 7435",582
897,897,International Trimmings Sa Pty Ltd - 35 9th Ave,620
898,898,"Isa Carstens Academy (Pty) Ltd - 101 Aan de Gragt Building, 5 Plein Street, Stellenbosch, 8000",248
2,2,"ISCOR LTD - SALDANHA STEEL (Saldanha) - Business Centre - Saldanha Site, Yzervarkruggens, SALDANHA, 7395",637
899,899,"ISIBANE - THANDABANTU STREET, DU NOON, MILNERTON",364
900,900,"IT SA Computer Services Solutions (Pty) Ltd - 1st Floor, Sixty 3 on Main Main Road Paarl Western Cape 7646",87
88,88,"iThemba Labantu Vocational Training Centre (CAPE TOWN) (TP) - Cnr Eisleben & Sheffield Streets, Philippi East, CAPE TOWN, 7785",183
901,901,"JDG Consulting - 67 Rosmead Av, Kenilworth
Claremont (Western Cape)",498
902,902,JED SKILLS ACADEMY - West Caost Business Centre Tornyn Strteet,439
904,904,Jesua Consultants (Pty) Ltd - Diaz Office Park Office 21 & 22 Beach Boulevard West Mossel Bay 6506,111
906,906,Jobstart Training  Centre (CWD) - Green Point Kaapstad,748
907,907,"JOHN RAMSEY SECONDARY ALC - LAVIS DRIVE, LAVISTOWN, BISHOP LAVIS",683
908,908,"JONKERSRIVIER - OLD KOSIE DE WET BUILDING, BUITEKANT STREET, VILLIERSDORP",33
401,401,"JOWELLS TOYOTA SPRINGBOK (Springbok) - 15 Voortrekker Street, SPRINGBOK, 8240",29
932,932,Kaap Agri Training Centre - Kaap Agri Training Centre 65 Voortrekker Malmesbury,148
933,933,"KALBASKRAAL - FRAHNS LAAN, KALBASKRAAL, ABBOTSDALE",349
934,934,"KALKFONTEIN CLC - C/O ISABEL AND BELHAR MAINS, KALKFONTEIN, KUILSRIVIER",287
935,935,"KAMANASSIE CLC - HOTTOMSKLOOF PRIM, KAMANASSIE, OUDTSHOORN",117
936,936,"KAYAMANDI SEC CLC - MAKUPULA HIGH, MAKUPULA STREET, KAYAMANDI",53
937,937,KayDee Project Management Cc - KayDee Project Management Cc 3 Palmiet River Farm Main Road Grabouw 7160,370
940,940,"KEEROM - KEEROM, PORTERVILLE, PORTERVILLE",379
416,416,"KEITH NOLAN ENGINEERING CC T/A K N ENGINEERING (Blackheath) - Blackheath Small Business Centre, Station Road, Blackheath, CAPE TOWN, 7581",15
941,941,"KENSINGTON LITERACY PROJECT - KENSINGTON LIBRARY, C/O FATRETON AND 11TH AVENUE, KENSINGTON",717
942,942,Kgolo Institute - ,237
944,942,Kgolo Institute - ,444
946,942,Kgolo Institute - ,444
943,942,Kgolo Institute - WC EC ETC,237
947,942,Kgolo Institute - WC EC ETC,444
948,948,"KHAYALETHU - SINETHEMBA YOUTH CENTRE, KHAYELETHU, KNYSNA",428
433,433,"KILN CONTRACTS (Retreat) - 11 Celie Road, RETREAT INDUSTRIA, 7945",422
949,949,"Kingsway College of Computing and Business Studies Pty (Ltd) - 13-17 Heerengracht Street Pier House 7th Floor, Office 701 Cape Town Western Cape 8000",722
951,951,"KLAPMUTS - KLAPMUTS PRIMARY, MERCHANT STREET, KLAPMUTS",608
952,952,"KLAWER SATELLIET SENTRUM - MANDELA STRAAT, KLAWER, VAN RHYNSDORP",801
953,953,Klein Karoo Resource Centre - 44 St Saviour Street Oudtshoorn 6625,449
954,954,"KLEINBERG - ADRIAANSRYLAAN, ASLA PARK, MOSSEL BAY",25
955,955,"KLIPDALE - RECREATION STREET, BREDASDORP, BREDASDORP",296
956,956,"Knowledge Bases Sales - Block I, The Terraces  Steenberg Office Park Tokai Western Cape 7945",455
958,958,"KNYSNA MOTORS (Knysna) - 7 Main Street, KNYSNA, 6570",397
959,959,"KNYSNA SECONDARY SCHOOL - SUNRIDGE STREET, HORNLEE, KNYSNA",755
960,761,"Koeberg Nuclear P/S - Private Bag X10,Kernkrag, Western Cape",710
961,961,"KOEKENAAP - SKOOLSTRAAT, KOEKENAAP, VREDENDAL",806
962,962,"KOELENHOF - BANHOEK ROAD, STELLENBOSCH, STELLENBOSCH",404
963,963,KOINONIA COMMUNITY CENTER - 34 Lady Grey Street Paarl,557
964,964,"KORINGBERG (SITE) - KORINGBERG PRIMER, KORINGBERG, MOORREESBURG",605
965,965,"KOUE BOKKEVELD CLC - SKURWEBERG SECONDARY SCHOOL, KOUE BOKKEVELD, OP-DIE-BERG",98
966,966,Koue Bokkeveld Training Centre - Koue Bokkeveld Training Centre 63 Bergsig street Op die Berg Koue Bokkeveld Breede River Rural 6836,700
967,967,"KRAAIFONTEIN CLC - Koopmans Avenue, Scottsdene, KRAAIFONTEIN",780
970,970,"KRAAIFONTEIN SHOOTING ACADEMY - Municipal Sports Grounds Sarel van Deventer Street Kraaifontein, Western Cape 7572, South Africa",59
969,970,"KRAAIFONTEIN SHOOTING ACADEMY KRAAIFONTEIN - Municipal Sports Grounds Sarel van Deventer Street Kraaifontein, Western Cape 7572, South Africa",611
971,971,"KRANSHOEK - KRANSHOEK PS, MONUMENT STREET, KRANSHOEK",115
972,972,Kromco (Pty) Limited - Kromco (Pty) Limited Patryslaagte Grabouw Overstrand Urban 7160,807
973,973,"KRUISMANSRIVIER - AANDBLOMSTRAAT, P/A STEYNVILLE SEK, PIKETBERG",785
974,974,"KUYASA CLC - LUDWE NGAMLANA MQA MKI STREET, KUYASA, KHAYELITSHA",191
975,975,"KWANOKUTHULA (PHAKAMISANI) - PHAKAMISANI PRIMARY, SISHUBA STREET, KWANOKUTHULA",505
976,976,KWV SOUTH AFRICA PTY LTD - POSBUS 528 WESTERN CAPE,394
978,978,LADISMITH KAAS MPY EDMS BPK - SCHOONGESICHT LAAN LADISMITH,30
979,979,"LAMBERTSBAAI - PW DE BRUIN PRIMARY, PIETERSEN STREET, LAMBERTSBAY",16
980,980,"LATEGANSVLEI ALC - LATEGANSVLEI PRIMARY, LATEGANSVLEI, OUDTSHOORN",66
982,982,"Latitude Varsity - Table View Campus
Bayside Office Park,
41-43 Erica Road,
Table V 
7441",437
985,985,Lavender Moon Trading 27 cc - Lavender Moon Trading 27 cc 15 Roseland Road Rondebosch Cape Town Metro Urban,343
986,986,"LE JARDINE - Le Jardine, PORTERVILLE",166
990,990,"LEIDEN CLC - C/O LEIDEN AND JAN DIESEL AVEN,LEIDEN, DELFT",158
991,991,"LENTEGEUR - LENTEGEUR PUBLIC LIBRARY, MERRYDALE ROAD, MITCHELLS PLAIN",188
993,993,"LEWENSRUIMTE ELSEN ABET CENTRE - DE LA BAT ROAD, WORCESTER, WORCESTER",372
994,994,Lithotech Manufacturing Cape - Bofors Circle,689
997,997,LIVINGSTONE TOURISM ACADEMY - Durbanville,361
996,997,LIVINGSTONE TOURISM ACADEMY - Durbanville,361
445,445,"LJ JOHANNES T/A THE VILLAGE WORKSHOP (Durbanville) - 23 Wellington Road, Durbanville, CAPE TOWN",587
998,998,Logo Print - 1st Street,768
999,999,"Loubser Du Plessis Inc - De Waterkant
10 Helderberg Street
Stellenbosch",6
455,455,"LR ALBERTYN T/A LA REFRIGERATION & ELECTRICAL SERVICES (Lansdowne) - 12 Kanarie Road, LANSDOWNE, 7780",303
1000,1000,"LUCKHOFF SECONDARY ALC - LUCKHOFF SEN. SEC, BLOEKOM AVENUE, IDAS VALLEY, STELLENBOSCH",520
462,462,"LUSTIGAAN BELEGGINGS (PTY) LTD T/A MARS EQUIPMENT MANUFACTURING (Daljosaphat) - 9 Boland Street, Daljosaphat, PAARL, 7646",571
1002,1002,"LUTZVILLE CLC - SUIKERHOEK STRAAT, LUTZVILLE, VREDENDAL",127
1003,1003,"LYNEDOCH - MEERLUST, LYNEDOCH",606
471,471,"M & D ENGINEERING (Woodstock) - 8 Melborn Road, Woodstock, CAPE TOWN, 8000",21
1004,1004,"MA AFRIKA TIKKUN CLC - THE HAGUE RECREATION CENTRE, MAIN ROAD, DELFT",684
1005,1005,Majahd Educational Services Multi-Purpose Primary Co-operative - 1 Church Street Okiep 8270,383
1006,1006,"MALMESBURY NEW PRISON - ROZENBURG STREET, MALMESBURY, MALMESBURY",333
1007,1007,"MALMESBURY VOLWASSE ONDERWYSSENTRUM - DARLINGWEG, SCHOONSPRUIT, MALMESBURY",298
1009,1009,Management College of Southern Africa (MANCOSA) - First floor Stadium on Main 99 Main Rd Claremont,138
1010,1010,MANUEL SECURITY CC - Aâ€ 368 Albert Road Salt River Cape Town Western Cape 7900,554
479,479,"MAPC TRADING (PTY) LTD T/A MAPC TRAINING ACADEMY (Maitland)(TP) - Cnr Voortrekker Road & 3rd Avenue, Maitland, CAPE TOWN",68
488,488,"MARKET TOYOTA (Rylands) - 59 College Road, Rylands, Athlone",23
503,503,"MARSDEN (PTY) LTD (Airport Industria) - 6 Milan Street, Airport Industria, CAPE TOWN",584
1014,1014,"MARYLAND LITERACY PROGRAMME - C/O MARYLAND CENTRE, SUMMIT ROAD, HANOVER PARK",663
1015,1015,"MASAKHANE ALC - MANDELA STREET, MASAKHANE, GANSBAAI",613
1016,1016,"MASAKHANE ALC - UMNQOPHISO PRIMARY, NONKQUBELA STREET, LWANDLE",613
1017,1017,"MASINYUSANE CLC - RELIEF STREET, MURRAYSBURG",198
1018,1018,"MASIYILE ALC - MASIYILE HIGH, C/O BONGA AND PAMA ROAD, KHAYELITHSA",230
1019,1019,"MASIZAME ALC - IMBONISELO PRIM, LINGELIHLE STREET, MBEKWENI, PAARL",105
1021,1021,"MATIE COMMUNITY SERVICE - BANHOEK ROAD, STELLENBOSCH, STELLENBOSCH",575
1023,1023,"MBEKWENI LITERACY PROJECT - LANGABUYA PRIMARY, MAFILA STREET, MBEKWENI",450
1024,1024,"MC Hanekom - DIE TREK STREET 
Piketberg, Western Cape",34
1025,1025,Mc Intosh Xaba and Associates (MXA) - 195 Umhlanga Rocks Drive Durban North,239
526,526,"McCarthy Academy Cape Town (BLACKHEATH) (TP) - Unit 8 - 9B, Barlinka Road, Saxenberg Business Park",514
1026,526,"McCarthy Automotive Artisans Academy (CAPE TOWN) (DTTC) - Unit 6B, Saxonburg Business Park, Barlinka Road, Blackheath, 8000",74
550,550,"MCD Training Centre (Pty) Ltd (CAPE TOWN) (TP) - Duncan Road (Next to Royal Yacht Club), Table Bay Harbour, CAPE TOWN, 7420",141
1027,1027,"MCGREGOR CLC - THUSONG BUILDING, PADDY STREET, ROBERTSON",562
1028,1028,MECHANICAL TRAINING SCHOOL (Bellville South) - ,340
1029,1029,Media Village Communication - 13 Sondal Road Eversdal Durbanville Cape Town Western Cape 7550,159
1030,1030,"Mediclinic (Pty) Ltd - Tijgerpark 1, Willie van Schoor Drive, Bellville, 7530",629
1031,1031,Merpak Envelopes Cape (Pty) Limited - 13-19 Hillstar Avenue,299
1034,1034,"METHODIST CHURCH - METHODISTE KERK, BRANDERSTRAAT, RUSTDENE, BEAUFORT-WES",655
1035,1035,"METHODIST MANDLENKOSI CLC - MAARMAN STRAAT, KWAMANDLENKOSI, BEAUFORT WEST",522
1036,1036,"MFULENI CLC - C/O TOKWANA AND NQUBELANI, EXTENSION 6, MFULENI",812
1037,1037,"MGI Bass Gordon GHF - 1 Long Street, Cape Town City Centre, Cape Town, 8001",468
1038,1038,"MHONKO'S WASTE AND SECURITY SERVICES CC - 5 Lincoln Street, Bellville, Western Cape, South Africa.",675
1039,1039,"MIDDELPLAAS - MIDDELPLAAS, PORTERVILLE, PORTERVILLE",400
574,574,"MIKES AUTO ELECTRICAL CC (Tokai) - 217 Main Road, Tokai, CAPE TOWN, 7945",634
1040,1040,"Mills Litho - Cnr 11th Avenue & Nyman Street, Kensington",302
1043,1044,"Milpark Business School - 2nd Floor Sunclare Building 
Cnr Protea & Dreyer Rds
Claremont
Cape Town
7708",265
1045,1044,"Milpark Business School (Pty) Ltd - 2nd Floor Sunclare Building 
Cnr Protea & Dreyer Rd s Claremnt 
Cape Town
7708",499
1044,1044,"Milpark Business School (Pty) Ltd - 2nd Floor Sunclare, Corner Protea and Dreyer Roads, Claremont, Cape Town, 7708",499
1046,1044,Milpark Education (Pty) Ltd - Dryer and Protea Roads Claremont Cape Town Metro Urban 7735,671
1048,1048,"Mind Magic Consulting - 275 Victoria Road, Salt River, Cape Town",432
1049,1049,"MKHANGELI ALC - IMBASA PRIMARY, C/O NEW EISLEBEN ROAD, OLD CROSSROADS",485
1050,1050,"MKHANYISELI CLC - MKHANYISELI PRIM SCHOOL, TERMINUS ROAD, K.T.C, NYANGA",550
590,590,"Molokutho Engineering Holding (Pty) Ltd T/A MTA - Mitchells Plain Training Academy (MITCHELLS PLAIN) (TP) - Denel Site, 100 Swartklip Road, MITCHELLS PLAIN, 7785",573
1057,1057,"Moore Stephens Management Services (Pty) Ltd - 3rd & 4th Floor, The Gateway,
Century Way, Century Cit  7441",352
1058,1058,"MOORREESBURG CLC (MOVOS) - HOOF STRAAT, MOORREESBURG, MOORREESBURG",174
1059,1059,"MORGENSTER (BALCO) - THE FARM, SAMANTHA ROADS, MITCHELLS PLAIN",347
1060,1060,"MOSSELBAY CLC - MAYIXHALE STREET, KANONQABA, MOSSELBAAI",545
606,606,"MOTOR ELECTRODIESEL SERVICE (PTY) LTD (MOTOLEK) (Epping) - 2 Gunners Circle, Epping, CAPE TOWN, 7460",517
1061,1061,Mpact Kuilsriver - 14 Fabriek Street,737
614,614,"MTD MANUFACTURING ENGINEERING (PTY) LTD T/A MICRO TOOL & DIE (Faure) - Erf 585 - Old Faure Road, Faure, SOMERSET WEST, 7131",247
1063,1063,"MZAMOMHLE ALC - SAGOLODA STREET, BROWNS FARM, PHILLIP",116
1064,1064,NACCW - 9 220 OTTERY ROAD CAPE TOWN 7800,88
1066,1066,"Namaqua Sands - Trunk Road 85/1, Smelter, Saldanha, 7380",567
1067,1067,Nampak Cartons & Labels (W.C.) - Dacres Avenue,214
1069,1069,"Nampak Cartons & Labels, Gravure - Western Cape - Printpak Building",218
1070,1070,Nampak Corrugated Cape Town - Cnr Hewitt Avenue & Bofors Circle,232
1073,1073,Nampak Flexible Cape - 4 Bayete Street,360
1075,1075,Nampak Laminated & Coated Products - 8 Red Street,460
1076,1076,"NAPIER (NEXT STEP) - RECREATION STREET, BREDASDORP, BREDASDORP",412
1077,1077,Nascence Education - 20 BELLA ROSA STREET CAPE TOWN 7530,596
1079,1079,"NATIONAL DEPARTMENT OF CORRECTIONAL SERVICE - POLLSMOOR PRODUCTION WORKSHOP (Tokai) - Steenberg Road, Pollsmoor Prison Workshops, TOKAI, 7966",279
1080,1080,National Institute for he Deaf - 30 De la Bat Road  WORCESTER,101
1081,1080,"National Institute For The Deaf - National Institute For The Deaf 941 De La Bat Road,30 Worcester Breede Valley Urban 6849",3
1084,1084,National Training Institute (NTI) - National Training Institute (NTI) 32 Kommissaris Street Welgemoed Cape Town Cape Town Metro Urban 7535,809
1085,1085,"NEDERBURG CLC - P/A PAULUS JOUBERT, BEUKES STREET, PAARL",568
1088,1088,"Neil Fick Inc - 14 Stockenstrom Street Worcester, 6850, South Africa",750
633,633,"NEILs AUTOCARE (Montague Gardens) - 9 - 4th Street, Montague Gardens, CAPE TOWN",794
1089,1089,Nettex (Pty) Ltd - Philippi Street,598
1090,1090,"NEW HORIZON - GEELHOUT WEG, NEW HORIZON, PLETTENBERG BAY",310
4,4,"Nexia Cape Financial Services CC - B4 Century Square 
Heron Crescnt 
Century C 
7441",536
6,6,"NISSENVILLE - Van Eycklaan, Ladismith Sekonder, LADISMITH",787
7,7,"NOLUNGILE ALC - INTKANGANISO HS, NJONGO STREET, KHAYELITSHA",815
8,8,"NOLUTHANDO SCHOOL FOR THE DEAF - LANSDOWNE ROAD, SITE B, KHAYELITSHA",62
640,640,"Noluthando Training Industries (CAPE TOWN) TP - Jef Masemola Road, Greenpoint , Khayelitsha,Â 7784",756
9,9,"NOMZAMO CLC - A.C.J PHAKADE PRIM, NOXOLO STEET, STRAND",208
11,19,Northlink (Bellville) - Bellville Campus Sackson Street BELLVILLE SOUTH 7530,690
13,17,"Northlink Belhar - Proton Street, Belhar, 7493",211
653,20,"Northlink College - Bellville Campus (BELLVILLE) (TP) - 80 Voortrekker Road, BELLVILLE, 7530",5
14,20,Northlink College - Belville Campus - Mimosa,425
662,15,"Northlink College - Wingfield Campus (BELLVILLE) (TP) - 80 Voortrekker Road, BELLVILLE, 7530",617
15,15,"Northlink College - Wingfield Campus (GOODWOOD) (DTTC) - Vanguard Drive, Wingfield Navy Base, Goodwood, 7460",180
20,20,Northlink FET College - 80 Voortrekker Road Bellville,574
21,21,Northlink FET College - 80 Voortrekker Road Bellville South 7530,574
18,18,Northlink FET College - Connaught Road Parow Valley 7503,574
22,18,Northlink FET College - Parrow Campus Connaught Road Parow,574
17,17,Northlink FET College - Proton Road Belhar7493,574
16,16,Northlink FET College - Rothschille Boulevard Panorama 7500,574
19,19,Northlink FET College - Sackson Street Bellville South 7530,574
23,23,Northlink FET College - Vanguard Drive Goodwood 7460,574
24,17,"Northlink FET College: Belhar Campus (Pending NATC Approval) - 1 Proton Road, Cape Town",627
